"","race","in_kbp","in_mpv","in_fe","in_wapo","year","sex","state"
"5817","Hispanic",0,1,1,0,2013,"Male","PA"
"5818","White",0,0,1,0,2013,"Male","SC"
"5819","White",0,1,1,0,2013,"Male","KY"
"5820","Black",0,1,1,0,2013,"Male","NC"
"5821","Black",0,1,1,0,2013,"Male","OH"
"5822","Black",0,1,1,0,2013,"Male","NC"
"5823","White",0,0,1,0,2013,"Male","OH"
"5824","White",0,1,1,0,2013,"Male","SC"
"5825","White",0,1,1,0,2013,"Male","AL"
"5826","White",0,1,1,0,2013,"Male","SD"
"5827","Black",0,1,1,0,2013,"Male","AL"
"5828","White",0,1,1,0,2013,"Male","LA"
"5829","Black",0,1,1,0,2013,"Male","TN"
"5830","White",0,1,1,0,2013,"Male","KS"
"5831","White",0,0,1,0,2013,"Male","WI"
"5832","White",0,0,1,0,2013,"Male","IL"
"5833","Race unspecified",0,0,1,0,2013,"Male","CA"
"5834","Hispanic",0,1,1,0,2013,"Male","WA"
"5835","Black",0,1,1,0,2013,"Male","MD"
"5836","Hispanic",0,1,1,0,2013,"Male","IN"
"5837","White",0,1,1,0,2013,"Male","FL"
"5838","Hispanic",0,1,1,0,2013,"Male","IL"
"5839","Black",0,1,1,0,2013,"Male","SC"
"5840","White",0,1,1,0,2013,"Male","CA"
"5841","Hispanic",0,1,1,0,2013,"Male","CA"
"5842","Black",0,1,1,0,2013,"Male","OH"
"5843","White",0,1,1,0,2013,"Male","CA"
"5844","Black",0,1,1,0,2013,"Male","MS"
"5845","White",0,1,1,0,2013,"Male","FL"
"5846","White",0,1,1,0,2013,"Male","WA"
"5847","Black",0,1,1,0,2013,"Male","GA"
"5848","Hispanic",0,1,1,0,2013,"Male","NM"
"5849","Hispanic",0,1,1,0,2013,"Male","CA"
"5850","White",0,1,1,0,2013,"Male","OK"
"5851","White",0,0,1,0,2013,"Male","CO"
"5852","Black",0,1,1,0,2013,"Male","IL"
"5853","White",0,1,1,0,2013,"Male","FL"
"5854","Hispanic",0,1,1,0,2013,"Male","CA"
"5855","Hispanic",0,1,1,0,2013,"Male","CA"
"5856","White",0,0,1,0,2013,"Male","TX"
"5857","Black",0,0,1,0,2013,"Male","MS"
"5858","Black",0,0,1,0,2013,"Male","MS"
"5859","Race unspecified",0,1,1,0,2013,"Male","NV"
"5860","White",0,1,1,0,2013,"Male","CT"
"5861","White",0,1,1,0,2013,"Male","MN"
"5862","White",0,0,1,0,2013,"Male","IN"
"5863","White",0,1,1,0,2013,"Male","GA"
"5864","Black",0,1,1,0,2013,"Female","IL"
"5865","White",0,1,1,0,2013,"Male","CA"
"5866","Black",0,1,1,0,2013,"Male","TX"
"5867","Hispanic",0,0,1,0,2013,"Male","NM"
"5868","White",0,1,1,0,2013,"Male","FL"
"5869","White",0,1,1,0,2013,"Female","OH"
"5870","Race unspecified",0,1,1,0,2013,"Male","MO"
"5871","Hispanic",0,1,1,0,2013,"Male","CA"
"5872","Hispanic",0,1,1,0,2013,"Male","OR"
"5873","White",0,1,1,0,2013,"Male","FL"
"5874","Black",0,1,1,0,2013,"Male","NC"
"5875","Black",0,1,1,0,2013,"Male","NC"
"5876","White",0,0,1,0,2013,"Female","MS"
"5877","White",0,1,1,0,2013,"Male","NM"
"5878","Hispanic",0,1,1,0,2013,"Male","CA"
"5879","Black",0,1,1,0,2013,"Male","FL"
"5880","White",0,1,1,0,2013,"Male","FL"
"5881","Race unspecified",0,1,1,0,2013,"Male","VA"
"5882","White",0,1,1,0,2013,"Male","AZ"
"5883","Hispanic",0,0,1,0,2013,"Female","KS"
"5884","Hispanic",0,1,1,0,2013,"Male","FL"
"5885","Black",0,1,1,0,2013,"Male","CA"
"5886","White",0,1,1,0,2013,"Female","MD"
"5887","Black",0,1,1,0,2013,"Male","FL"
"5888","White",0,1,1,0,2013,"Male","MD"
"5889","White",0,0,1,0,2013,"Male","MD"
"5890","White",0,1,1,0,2013,"Female","NM"
"5891","White",0,1,1,0,2013,"Male","TN"
"5892","Hispanic",0,0,1,0,2013,"Male","TX"
"5893","White",0,0,1,0,2013,"Male","OH"
"5894","White",0,0,1,0,2013,"Male","FL"
"5895","White",0,1,1,0,2013,"Male","TX"
"5896","White",0,1,1,0,2013,"Male","SC"
"5897","Black",0,1,1,0,2013,"Male","GA"
"5898","Black",0,1,1,0,2013,"Male","FL"
"5899","Black",0,1,1,0,2013,"Male","TX"
"5900","White",0,1,1,0,2013,"Male","NY"
"5901","Black",0,0,1,0,2013,"Male","NY"
"5902","Black",0,1,1,0,2013,"Male","CA"
"5903","Hispanic",0,0,1,0,2013,"Male","CA"
"5904","White",0,0,1,0,2013,"Male","IN"
"5905","Hispanic",0,0,1,0,2013,"Female","IN"
"5906","NA_PI",0,1,1,0,2013,"Male","SD"
"5907","Black",0,1,1,0,2013,"Male","IN"
"5908","Race unspecified",0,1,1,0,2013,"Male","VA"
"5909","Black",0,1,1,0,2013,"Male","VA"
"5910","Black",0,1,1,0,2013,"Male","PA"
"5911","Race unspecified",0,1,1,0,2013,"Male","NY"
"5912","White",0,1,1,0,2013,"Male","MO"
"5913","Race unspecified",0,1,1,0,2013,"Male","NC"
"5914","Black",0,1,1,0,2013,"Male","GA"
"5915","Black",0,0,1,0,2013,"Male","MI"
"5916","Black",0,0,1,0,2013,"Male","MI"
"5917","Hispanic",0,0,1,0,2013,"Female","TX"
"5918","Hispanic",0,1,1,0,2013,"Female","TX"
"5919","Hispanic",0,1,1,0,2013,"Male","CA"
"5920","Black",0,0,1,0,2013,"Male","MS"
"5921","NA_PI",0,0,1,0,2013,"Male","MN"
"5922","Hispanic",0,1,1,0,2013,"Male","TX"
"5923","Hispanic",0,0,1,0,2013,"Male","PA"
"5924","Black",0,0,1,0,2013,"Male","TX"
"5925","White",0,0,1,0,2013,"Male","NE"
"5926","White",0,1,1,0,2013,"Female","TN"
"5927","Hispanic",0,1,1,0,2013,"Male","AZ"
"5928","Black",0,1,1,0,2013,"Male","FL"
"5929","White",0,0,1,0,2013,"Male","IN"
"5930","Black",0,1,1,0,2013,"Male","TX"
"5931","White",0,1,1,0,2013,"Male","IA"
"5932","Hispanic",0,0,1,0,2013,"Male","MS"
"5933","Asian",0,1,1,0,2013,"Male","CA"
"5934","White",0,0,1,0,2013,"Male","LA"
"5935","Black",0,1,1,0,2013,"Male","CA"
"5936","Black",0,0,1,0,2013,"Female","FL"
"5937","Race unspecified",0,0,1,0,2013,"Male","MD"
"5938","White",0,0,1,0,2013,"Male","CA"
"5939","White",0,0,1,0,2013,"Male","CA"
"5940","Black",0,1,1,0,2013,"Male","NJ"
"5941","White",0,1,1,0,2013,"Male","VT"
"5942","Hispanic",0,1,1,0,2013,"Female","NM"
"5943","White",0,0,1,0,2013,"Male","OH"
"5944","Black",0,1,1,0,2013,"Male","LA"
"5945","White",0,0,1,0,2013,"Male","CA"
"5946","White",0,0,1,0,2013,"Male","MT"
"5947","White",0,0,1,0,2013,"Male","AL"
"5948","White",0,0,1,0,2013,"Male","ID"
"5949","White",0,0,1,0,2013,"Male","PA"
"5950","White",0,1,1,0,2013,"Male","IN"
"5951","Black",0,1,1,0,2013,"Male","CA"
"5952","Black",0,1,1,0,2013,"Male","WI"
"5953","White",0,0,1,0,2013,"Male","CO"
"5954","Race unspecified",0,1,1,0,2013,"Male","OH"
"5955","Black",0,1,1,0,2013,"Male","NJ"
"5956","White",0,1,1,0,2013,"Male","CA"
"5957","White",0,0,1,0,2013,"Male","GA"
"5958","White",0,0,1,0,2013,"Female","GA"
"5959","Black",0,1,1,0,2013,"Male","GA"
"5960","Race unspecified",0,0,1,0,2013,"Male","CA"
"5961","Hispanic",0,1,1,0,2013,"Male","TX"
"5962","Race unspecified",0,1,1,0,2013,"Male","AR"
"5963","Black",0,1,1,0,2013,"Male","TX"
"5964","White",0,0,1,0,2013,"Male","ND"
"5965","Hispanic",0,1,1,0,2013,"Male","CA"
"5966","Black",0,1,1,0,2013,"Male","NJ"
"5967","White",0,0,1,0,2013,"Female","TX"
"5968","White",0,1,1,0,2013,"Male","MN"
"5969","White",0,1,1,0,2013,"Male","KS"
"5970","White",0,1,1,0,2013,"Female","CA"
"5971","Black",0,0,1,0,2013,"Male","IN"
"5972","Black",0,1,1,0,2013,"Male","FL"
"5973","Black",0,1,1,0,2013,"Male","OH"
"5974","White",0,1,1,0,2013,"Male","CA"
"5975","White",0,1,1,0,2013,"Male","NY"
"5976","White",0,1,1,0,2013,"Male","FL"
"5977","Hispanic",0,1,1,0,2013,"Male","MD"
"5978","Hispanic",0,1,1,0,2013,"Male","CA"
"5979","Black",0,1,1,0,2013,"Male","NY"
"5980","White",0,0,1,0,2013,"Male","IN"
"5981","Race unspecified",0,1,1,0,2013,"Male","CA"
"5982","White",0,1,1,0,2013,"Male","CA"
"5983","Black",0,1,1,0,2013,"Male","CA"
"5984","White",0,1,1,0,2013,"Male","AZ"
"5985","White",0,1,1,0,2013,"Male","VA"
"5986","Hispanic",0,0,1,0,2013,"Male","CA"
"5987","White",0,0,1,0,2013,"Female","IA"
"5988","Black",0,1,1,0,2013,"Male","AZ"
"5989","Black",0,1,1,0,2013,"Male","NY"
"5990","White",0,1,1,0,2013,"Male","OR"
"5991","White",0,1,1,0,2013,"Male","FL"
"5992","White",0,1,1,0,2013,"Male","NJ"
"5993","White",0,0,1,0,2013,"Male","OK"
"5994","White",0,1,1,0,2013,"Male","TX"
"5995","White",0,1,1,0,2013,"Male","IL"
"5996","Hispanic",0,1,1,0,2013,"Male","CA"
"5997","Black",0,1,1,0,2013,"Male","OH"
"5998","White",0,1,1,0,2013,"Male","OR"
"5999","Hispanic",0,1,1,0,2013,"Male","CA"
"6000","Hispanic",0,0,1,0,2013,"Female","TX"
"6001","Race unspecified",0,1,1,0,2013,"Male","CA"
"6002","White",0,1,1,0,2013,"Male","TX"
"6003","Black",0,1,1,0,2013,"Male","CA"
"6004","Black",0,0,1,0,2013,"Male","CA"
"6005","White",0,0,1,0,2013,"Male","OH"
"6006","Hispanic",0,0,1,0,2013,"Male","WI"
"6007","White",0,1,1,0,2013,"Male","CO"
"6008","White",0,0,1,0,2013,"Male","MA"
"6009","White",0,0,1,0,2013,"Male","TX"
"6010","Hispanic",0,1,1,0,2013,"Male","CA"
"6011","Black",0,1,1,0,2013,"Male","CT"
"6012","Black",0,1,1,0,2013,"Male","GA"
"6013","Race unspecified",0,1,1,0,2013,"Male","DC"
"6014","Black",0,1,1,0,2013,"Male","LA"
"6015","White",0,1,1,0,2013,"Male","FL"
"6016","Hispanic",0,1,1,0,2013,"Male","OK"
"6017","Black",0,0,1,0,2013,"Female","FL"
"6018","Hispanic",0,0,1,0,2013,"Male","KS"
"6019","Race unspecified",0,0,1,0,2013,"Male","FL"
"6020","Race unspecified",0,0,1,0,2013,"Male","FL"
"6021","Hispanic",0,1,1,0,2013,"Male","CA"
"6022","White",0,1,1,0,2013,"Male","CO"
"6023","White",0,1,1,0,2013,"Male","IN"
"6024","White",0,1,1,0,2013,"Male","FL"
"6025","White",0,0,1,0,2013,"Female","AL"
"6026","White",0,0,1,0,2013,"Male","SC"
"6027","White",0,1,1,0,2013,"Male","WA"
"6028","Hispanic",0,1,1,0,2013,"Male","CA"
"6029","White",0,1,1,0,2013,"Male","TX"
"6030","Black",0,0,1,0,2013,"Male","GA"
"6031","Race unspecified",0,0,1,0,2013,"Female","AZ"
"6032","White",0,1,1,0,2013,"Male","MO"
"6033","White",0,0,1,0,2013,"Male","NM"
"6034","White",0,0,1,0,2013,"Female","IN"
"6035","White",0,0,1,0,2013,"Male","NC"
"6036","White",0,0,1,0,2013,"Male","TX"
"6037","White",0,0,1,0,2013,"Male","OK"
"6038","White",0,0,1,0,2013,"Male","IA"
"6039","Race unspecified",0,1,1,0,2013,"Male","MO"
"6040","Black",0,1,1,0,2013,"Male","AR"
"6041","White",0,0,1,0,2013,"Male","MO"
"6042","Black",0,1,1,0,2013,"Male","WA"
"6043","Race unspecified",0,0,1,0,2013,"Female","AL"
"6044","Race unspecified",0,0,1,0,2013,"Male","AL"
"6045","Black",0,0,1,0,2013,"Female","WI"
"6046","Black",0,0,1,0,2013,"Female","MD"
"6047","Black",0,0,1,0,2013,"Female","MD"
"6048","Hispanic",0,1,1,0,2013,"Male","FL"
"6049","White",0,0,1,0,2013,"Female","CA"
"6050","Race unspecified",0,1,1,0,2013,"Male","PA"
"6051","Race unspecified",0,0,1,0,2013,"Male","FL"
"6052","White",0,0,1,0,2013,"Male","TX"
"6053","Black",0,0,1,0,2013,"Female","AL"
"6054","Race unspecified",0,1,1,0,2013,"Male","DE"
"6055","Hispanic",0,1,1,0,2013,"Male","CA"
"6056","Hispanic",0,1,1,0,2013,"Female","CA"
"6057","Hispanic",0,0,1,0,2013,"Male","CA"
"6058","Black",0,0,1,0,2013,"Female","CA"
"6059","Race unspecified",0,0,1,0,2013,"Male","CA"
"6060","White",0,0,1,0,2013,"Male","OK"
"6061","White",0,0,1,0,2013,"Male","CA"
"6062","Black",0,0,1,0,2013,"Male","FL"
"6063","White",0,1,1,0,2013,"Male","TX"
"6064","Black",0,0,1,0,2013,"Male","IL"
"6065","NA_PI",0,1,1,0,2013,"Male","OK"
"6066","White",0,0,1,0,2013,"Male","TX"
"6067","White",0,0,1,0,2013,"Male","SC"
"6068","Black",0,0,1,0,2013,"Female","SC"
"6069","White",0,0,1,0,2013,"Male","CA"
"6070","Black",0,0,1,0,2013,"Male","TN"
"6071","Hispanic",0,0,1,0,2013,"Male","CA"
"6072","Hispanic",0,0,1,0,2013,"Male","NJ"
"6073","White",0,0,1,0,2013,"Male","OH"
"6074","Black",0,1,1,0,2013,"Male","LA"
"6075","White",0,1,1,0,2013,"Male","WA"
"6076","Hispanic",0,0,1,0,2013,"Male","TX"
"6077","Hispanic",0,0,1,0,2013,"Male","AZ"
"6078","Race unspecified",0,0,1,0,2013,"Male","GA"
"6079","White",0,0,1,0,2014,"Male","CA"
"6080","Black",0,0,1,0,2014,"Male","MA"
"6081","Hispanic",0,0,1,0,2014,"Male","TX"
"6082","White",0,1,1,0,2014,"Male","OK"
"6083","Black",0,1,1,0,2014,"Male","MI"
"6084","White",0,1,1,0,2014,"Male","TX"
"6085","Black",0,1,1,0,2014,"Male","FL"
"6086","White",0,1,1,0,2014,"Male","TX"
"6087","Hispanic",0,1,1,0,2014,"Male","CO"
"6088","White",0,1,1,0,2014,"Male","OH"
"6089","White",0,1,1,0,2014,"Male","TX"
"6090","Black",0,1,1,0,2014,"Male","OK"
"6091","White",0,0,1,0,2014,"Male","WA"
"6092","Black",0,0,1,0,2014,"Male","LA"
"6093","White",0,1,1,0,2014,"Male","AZ"
"6094","White",0,1,1,0,2014,"Male","CO"
"6095","Hispanic",0,1,1,0,2014,"Male","CO"
"6096","Race unspecified",0,1,1,0,2014,"Male","NJ"
"6097","White",0,1,1,0,2014,"Male","GA"
"6098","White",0,1,1,0,2014,"Male","LA"
"6099","Hispanic",0,1,1,0,2014,"Male","WA"
"6100","Race unspecified",0,0,1,0,2014,"Male","VA"
"6101","White",0,1,1,0,2014,"Male","NC"
"6102","White",0,1,1,0,2014,"Male","FL"
"6103","Black",0,0,1,0,2014,"Female","LA"
"6104","White",0,1,1,0,2014,"Male","WV"
"6105","White",0,1,1,0,2014,"Male","FL"
"6106","White",0,1,1,0,2014,"Male","NM"
"6107","White",0,0,1,0,2014,"Male","NC"
"6108","Race unspecified",0,0,1,0,2014,"NULL","VA"
"6109","White",0,0,1,0,2014,"Female","VA"
"6110","White",0,1,1,0,2014,"Male","AR"
"6111","Hispanic",0,1,1,0,2014,"Male","CA"
"6112","Hispanic",0,1,1,0,2014,"Male","TX"
"6113","White",0,0,1,0,2014,"Male","CA"
"6114","White",0,0,1,0,2014,"Male","CA"
"6115","Black",0,1,1,0,2014,"Male","NY"
"6116","White",0,0,1,0,2014,"Male","PA"
"6117","Black",0,0,1,0,2014,"Female","AR"
"6118","Black",0,0,1,0,2014,"Male","PA"
"6119","Race unspecified",0,1,1,0,2014,"Male","AZ"
"6120","Hispanic",0,1,1,0,2014,"Male","CA"
"6121","Black",0,0,1,0,2014,"Male","MO"
"6122","Race unspecified",0,1,1,0,2014,"Male","MD"
"6123","Hispanic",0,0,1,0,2014,"Male","KY"
"6124","White",0,1,1,0,2014,"Male","WV"
"6125","White",0,1,1,0,2014,"Male","CO"
"6126","Black",0,1,1,0,2014,"Male","FL"
"6127","White",0,1,1,0,2014,"Male","MI"
"6128","Black",0,1,1,0,2014,"Male","CA"
"6129","Hispanic",0,1,1,0,2014,"Male","AZ"
"6130","Hispanic",0,0,1,0,2014,"Female","KY"
"6131","Race unspecified",0,1,1,0,2014,"Male","MI"
"6132","White",0,1,1,0,2014,"Male","IN"
"6133","Hispanic",0,0,1,0,2014,"Male","CA"
"6134","Hispanic",0,1,1,0,2014,"Male","AZ"
"6135","Black",0,1,1,0,2014,"Male","TX"
"6136","White",0,1,1,0,2014,"Female","UT"
"6137","White",0,1,1,0,2014,"Male","UT"
"6138","Race unspecified",0,1,1,0,2014,"Male","CA"
"6139","Black",0,1,1,0,2014,"Male","OK"
"6140","Race unspecified",0,0,1,0,2014,"Male","CA"
"6141","Black",0,0,1,0,2014,"Male","AL"
"6142","White",0,0,1,0,2014,"Female","KY"
"6143","White",0,0,1,0,2014,"Male","CA"
"6144","Race unspecified",0,0,1,0,2014,"Male","MD"
"6145","White",0,0,1,0,2014,"Male","UT"
"6146","White",0,1,1,0,2014,"Male","OH"
"6147","White",0,1,1,0,2014,"Male","PA"
"6148","White",0,0,1,0,2014,"Male","OK"
"6149","Black",0,0,1,0,2014,"Male","LA"
"6150","White",0,1,1,0,2014,"Male","WA"
"6151","Race unspecified",0,1,1,0,2014,"Male","AL"
"6152","White",0,1,1,0,2014,"Female","FL"
"6153","White",0,1,1,0,2014,"Male","IN"
"6154","Hispanic",0,0,1,0,2014,"Male","CO"
"6155","White",0,0,1,0,2014,"Male","SC"
"6156","Black",0,0,1,0,2014,"Male","TX"
"6157","Black",0,1,1,0,2014,"Male","LA"
"6158","Black",0,1,1,0,2014,"Male","CA"
"6159","Hispanic",0,1,1,0,2014,"Male","CA"
"6160","White",0,1,1,0,2014,"Male","CA"
"6161","White",0,1,1,0,2014,"Male","TN"
"6162","White",0,0,1,0,2014,"Male","TX"
"6163","White",0,1,1,0,2014,"Male","KY"
"6164","White",0,0,1,0,2014,"Male","OK"
"6165","Black",0,0,1,0,2014,"Male","TX"
"6166","White",0,0,1,0,2014,"Male","TX"
"6167","White",0,0,1,0,2014,"Male","WA"
"6168","Race unspecified",0,0,1,0,2014,"Male","TX"
"6169","Hispanic",0,0,1,0,2014,"Male","FL"
"6170","Black",0,0,1,0,2014,"Male","LA"
"6171","Black",0,0,1,0,2014,"Male","SC"
"6172","Race unspecified",0,0,1,0,2014,"Male","OR"
"6173","White",0,1,1,0,2014,"Male","CA"
"6174","White",0,1,1,0,2014,"Male","SC"
"6175","Black",0,0,1,0,2014,"Male","FL"
"6176","Asian",0,1,1,0,2014,"Male","CA"
"6177","White",0,1,1,0,2014,"Male","OK"
"6178","Hispanic",0,0,1,0,2014,"Male","FL"
"6179","Black",0,1,1,0,2014,"Male","CO"
"6180","White",0,1,1,0,2014,"Male","CA"
"6181","White",0,0,1,0,2014,"Male","OK"
"6182","White",0,1,1,0,2014,"Male","SC"
"6183","Hispanic",0,1,1,0,2014,"Male","CA"
"6184","Black",0,1,1,0,2014,"Male","PA"
"6185","White",0,1,1,0,2014,"Male","NJ"
"6186","White",0,1,1,0,2014,"Male","IL"
"6187","Hispanic",0,1,1,0,2014,"Male","IA"
"6188","White",0,1,1,0,2014,"Female","NC"
"6189","White",0,0,1,0,2014,"Male","WI"
"6190","Black",0,0,1,0,2014,"Male","MS"
"6191","Black",0,1,1,0,2014,"Male","WI"
"6192","Hispanic",0,1,1,0,2014,"Male","LA"
"6193","White",0,1,1,0,2014,"Male","WV"
"6194","Black",0,1,1,0,2014,"Male","MD"
"6195","White",0,0,1,0,2014,"Male","TN"
"6196","Hispanic",0,1,1,0,2014,"Male","CA"
"6197","White",0,1,1,0,2014,"Male","CA"
"6198","Hispanic",0,1,1,0,2014,"Male","CA"
"6199","Hispanic",0,1,1,0,2014,"Male","UT"
"6200","Black",0,1,1,0,2014,"Male","SC"
"6201","White",0,1,1,0,2014,"Male","NV"
"6202","White",0,0,1,0,2014,"Male","KY"
"6203","White",0,0,1,0,2014,"Male","ME"
"6204","White",0,1,1,0,2014,"Male","WA"
"6205","Black",0,1,1,0,2014,"Male","NC"
"6206","White",0,0,1,0,2014,"Female","VA"
"6207","White",0,0,1,0,2014,"Female","VA"
"6208","Hispanic",0,0,1,0,2014,"Male","VA"
"6209","Hispanic",0,0,1,0,2014,"Male","VA"
"6210","Hispanic",0,1,1,0,2014,"Male","IL"
"6211","Black",0,1,1,0,2014,"Male","CA"
"6212","Asian",0,1,1,0,2014,"Male","HI"
"6213","White",0,1,1,0,2014,"Male","CO"
"6214","Race unspecified",0,1,1,0,2014,"Male","PA"
"6215","Black",0,1,1,0,2014,"Male","FL"
"6216","White",0,0,1,0,2014,"Male","CA"
"6217","White",0,0,1,0,2014,"Male","GA"
"6218","White",0,1,1,0,2014,"Male","FL"
"6219","Black",0,1,1,0,2014,"Male","FL"
"6220","Black",0,1,1,0,2014,"Male","MD"
"6221","White",0,1,1,0,2014,"Male","AZ"
"6222","Race unspecified",0,0,1,0,2014,"Male","LA"
"6223","White",0,1,1,0,2014,"Female","MN"
"6224","White",0,1,1,0,2014,"Male","MN"
"6225","Black",0,0,1,0,2014,"Male","NE"
"6226","White",0,1,1,0,2014,"Male","TX"
"6227","White",0,1,1,0,2014,"Male","MI"
"6228","Race unspecified",0,1,1,0,2014,"Female","LA"
"6229","White",0,0,1,0,2014,"Male","TX"
"6230","White",0,0,1,0,2014,"Male","TN"
"6231","Black",0,1,1,0,2014,"Male","CA"
"6232","Black",0,1,1,0,2014,"Male","TX"
"6233","Black",0,1,1,0,2014,"Male","FL"
"6234","Black",0,1,1,0,2014,"Male","SC"
"6235","Black",0,1,1,0,2014,"Male","IL"
"6236","NA_PI",0,1,1,0,2014,"Male","CA"
"6237","White",0,1,1,0,2014,"Female","TN"
"6238","White",0,1,1,0,2014,"Male","WA"
"6239","Black",0,1,1,0,2014,"Male","MD"
"6240","White",0,1,1,0,2014,"Male","WI"
"6241","Black",0,1,1,0,2014,"Male","MO"
"6242","Black",0,0,1,0,2014,"Male","MI"
"6243","Hispanic",0,1,1,0,2014,"Male","CA"
"6244","Hispanic",0,1,1,0,2014,"Male","AZ"
"6245","White",0,1,1,0,2014,"Male","WA"
"6246","Hispanic",0,0,1,0,2014,"Male","CA"
"6247","Black",0,1,1,0,2014,"Male","NV"
"6248","White",0,1,1,0,2014,"Male","GA"
"6249","Black",0,0,1,0,2014,"Male","MS"
"6250","Black",0,0,1,0,2014,"Male","OH"
"6251","Hispanic",0,1,1,0,2014,"Male","OK"
"6252","White",0,1,1,0,2014,"Male","NY"
"6253","White",0,1,1,0,2014,"Male","OH"
"6254","Black",0,0,1,0,2014,"Male","NC"
"6255","Black",0,0,1,0,2014,"Male","NC"
"6256","Black",0,1,1,0,2014,"Female","TX"
"6257","White",0,1,1,0,2014,"Male","WA"
"6258","Black",0,1,1,0,2014,"Male","LA"
"6259","White",0,1,1,0,2014,"Male","FL"
"6260","Black",0,1,1,0,2014,"Male","TX"
"6261","Hispanic",0,0,1,0,2014,"Female","KS"
"6262","White",0,1,1,0,2014,"Male","IN"
"6263","Black",0,0,1,0,2014,"Male","TX"
"6264","White",0,1,1,0,2014,"Male","TX"
"6265","Hispanic",0,1,1,0,2014,"Male","CA"
"6266","White",0,1,1,0,2014,"Male","CA"
"6267","Black",0,0,1,0,2014,"Male","FL"
"6268","Race unspecified",0,1,1,0,2014,"Male","MT"
"6269","Hispanic",0,1,1,0,2014,"Male","CA"
"6270","White",0,0,1,0,2014,"Male","MO"
"6271","Hispanic",0,0,1,0,2014,"Male","TX"
"6272","Hispanic",0,1,1,0,2014,"Male","AZ"
"6273","Hispanic",0,1,1,0,2014,"Male","CA"
"6274","Black",0,1,1,0,2014,"Male","OH"
"6275","Hispanic",0,0,1,0,2014,"Male","TX"
"6276","White",0,0,1,0,2014,"Male","TX"
"6277","Race unspecified",0,1,1,0,2014,"Male","MI"
"6278","White",0,1,1,0,2014,"Male","AZ"
"6279","White",0,0,1,0,2014,"Female","NC"
"6280","White",0,0,1,0,2014,"Male","KY"
"6281","White",0,1,1,0,2014,"Male","CA"
"6282","White",0,1,1,0,2014,"Female","TX"
"6283","White",0,1,1,0,2014,"Male","IL"
"6284","White",0,0,1,0,2014,"Male","MO"
"6285","Hispanic",0,0,1,0,2014,"Female","TX"
"6286","Black",0,1,1,0,2014,"Male","FL"
"6287","Black",0,0,1,0,2014,"Female","AL"
"6288","Black",0,1,1,0,2014,"Male","TX"
"6289","Race unspecified",0,1,1,0,2014,"Male","FL"
"6290","White",0,1,1,0,2014,"Male","FL"
"6291","White",0,0,1,0,2014,"Male","AR"
"6292","White",0,1,1,0,2014,"Male","MO"
"6293","Black",0,0,1,0,2014,"Male","TX"
"6294","Black",0,0,1,0,2014,"Male","DC"
"6295","Hispanic",0,0,1,0,2014,"Female","TX"
"6296","White",0,1,1,0,2014,"Male","LA"
"6297","Hispanic",0,1,1,0,2014,"Female","CA"
"6298","White",0,1,1,0,2014,"Male","CA"
"6299","NA_PI",0,1,1,0,2014,"Male","MT"
"6300","White",0,1,1,0,2014,"Male","AZ"
"6301","White",0,1,1,0,2014,"Male","FL"
"6302","Black",0,1,1,0,2014,"Male","LA"
"6303","White",0,0,1,0,2014,"Male","OH"
"6304","White",0,1,1,0,2014,"Male","MI"
"6305","Hispanic",0,0,1,0,2014,"Male","MD"
"6306","White",0,1,1,0,2014,"Female","SC"
"6307","Hispanic",0,1,1,0,2014,"Male","FL"
"6308","Black",0,1,1,0,2014,"Male","FL"
"6309","Black",0,0,1,0,2014,"Male","LA"
"6310","White",0,1,1,0,2014,"Male","IN"
"6311","White",0,1,1,0,2014,"Female","FL"
"6312","Hispanic",0,1,1,0,2014,"Male","CO"
"6313","Hispanic",0,1,1,0,2014,"Male","FL"
"6314","White",0,1,1,0,2014,"Male","MO"
"6315","Black",0,1,1,0,2014,"Male","AR"
"6316","Black",0,0,1,0,2014,"Male","MS"
"6317","Black",0,1,1,0,2014,"Male","CA"
"6318","White",0,1,1,0,2014,"Male","MT"
"6319","White",0,1,1,0,2014,"Male","TN"
"6320","Race unspecified",0,0,1,0,2014,"Male","TX"
"6321","NA_PI",0,1,1,0,2014,"Male","OK"
"6322","White",0,1,1,0,2014,"Female","PA"
"6323","White",0,1,1,0,2014,"Female","CA"
"6324","Black",0,0,1,0,2014,"Male","LA"
"6325","White",0,1,1,0,2014,"Male","AZ"
"6326","Race unspecified",0,1,1,0,2014,"Male","CA"
"6327","Black",0,1,1,0,2014,"Male","AL"
"6328","White",0,0,1,0,2014,"Male","NY"
"6329","White",0,1,1,0,2014,"Male","AK"
"6330","Hispanic",0,1,1,0,2014,"Male","TX"
"6331","White",0,1,1,0,2014,"Male","GA"
"6332","White",0,1,1,0,2014,"Male","FL"
"6333","Asian",0,1,1,0,2014,"Male","IL"
"6334","Race unspecified",0,1,1,0,2014,"Male","MI"
"6335","Race unspecified",0,1,1,0,2014,"Male","NH"
"6336","White",0,1,1,0,2014,"Male","MO"
"6337","White",0,1,1,0,2014,"Male","KS"
"6338","Black",0,1,1,0,2014,"Male","NV"
"6339","Hispanic",0,1,1,0,2014,"Male","AZ"
"6340","White",0,1,1,0,2014,"Male","FL"
"6341","White",0,1,1,0,2014,"Male","KY"
"6342","White",0,0,1,0,2014,"Male","NM"
